condition,label,file,p_real,p_fake
headset_sim,real,real_046.wav,0.989799,0.010201
headset_sim,real,real_047.wav,0.962506,0.037494
headset_sim,real,real_048.wav,0.994506,0.005494
headset_sim,real,real_049.wav,0.978947,0.021053
headset_sim,fake,fake_000.wav,0.081524,0.918476
headset_sim,fake,fake_001.wav,0.080107,0.919893
headset_sim,fake,fake_002.wav,0.279123,0.720877
headset_sim,fake,fake_003.wav,0.035719,0.964281
headset_sim,fake,fake_004.wav,0.316561,0.683439
headset_sim,fake,fake_005.wav,0.057262,0.942738
headset_sim,fake,fake_006.wav,0.079495,0.920505
headset_sim,fake,fake_007.wav,0.035498,0.964502
headset_sim,fake,fake_008.wav,0.133077,0.866923
headset_sim,fake,fake_009.wav,0.05902,0.94098
headset_sim,fake,fake_010.wav,0.643697,0.356303
headset_sim,fake,fake_011.wav,0.434373,0.565627
headset_sim,fake,fake_012.wav,0.628358,0.371642
headset_sim,fake,fake_013.wav,0.030782,0.969218
headset_sim,fake,fake_014.wav,0.020272,0.979728
headset_sim,fake,fake_015.wav,0.081213,0.918787
headset_sim,fake,fake_016.wav,0.140347,0.859653
headset_sim,fake,fake_017.wav,0.107244,0.892756
headset_sim,fake,fake_018.wav,0.017452,0.982548
headset_sim,fake,fake_019.wav,0.026278,0.973722
headset_sim,fake,fake_020.wav,0.383561,0.616439
headset_sim,fake,fake_021.wav,0.475916,0.524084
headset_sim,fake,fake_022.wav,0.216351,0.783649
headset_sim,fake,fake_023.wav,0.247504,0.752496
headset_sim,fake,fake_024.wav,0.310209,0.689791
headset_sim,fake,fake_025.wav,0.093798,0.906202
headset_sim,fake,fake_026.wav,0.075228,0.924772
headset_sim,fake,fake_027.wav,0.082177,0.917823
headset_sim,fake,fake_028.wav,0.088719,0.911281
headset_sim,fake,fake_029.wav,0.734984,0.265016
headset_sim,fake,fake_030.wav,0.0473,0.9527
headset_sim,fake,fake_031.wav,0.090586,0.909414
headset_sim,fake,fake_032.wav,0.035579,0.964421
headset_sim,fake,fake_033.wav,0.219391,0.780609
headset_sim,fake,fake_034.wav,0.085362,0.914638
headset_sim,fake,fake_035.wav,0.14963,0.85037
headset_sim,fake,fake_036.wav,0.032096,0.967904
headset_sim,fake,fake_037.wav,0.096962,0.903038
headset_sim,fake,fake_038.wav,0.075514,0.924486
headset_sim,fake,fake_039.wav,0.046728,0.953272
headset_sim,fake,fake_040.wav,0.026298,0.973702
headset_sim,fake,fake_041.wav,0.096821,0.903179
headset_sim,fake,fake_042.wav,0.04482,0.95518
headset_sim,fake,fake_043.wav,0.24741,0.75259
headset_sim,fake,fake_044.wav,0.055132,0.944868
headset_sim,fake,fake_045.wav,0.296169,0.703831
headset_sim,fake,fake_046.wav,0.226709,0.773291
headset_sim,fake,fake_047.wav,0.057022,0.942978
headset_sim,fake,fake_048.wav,0.084776,0.915224
headset_sim,fake,fake_049.wav,0.047015,0.952985
resample_8k,real,real_000.wav,0.840222,0.159778
resample_8k,real,real_001.wav,0.955353,0.044647
resample_8k,real,real_002.wav,0.888891,0.111109
resample_8k,real,real_003.wav,0.967234,0.032766
resample_8k,real,real_004.wav,0.974506,0.025494
resample_8k,real,real_005.wav,0.93732,0.06268
resample_8k,real,real_006.wav,0.93727,0.06273
resample_8k,real,real_007.wav,0.995303,0.004697
resample_8k,real,real_008.wav,0.950908,0.049092
resample_8k,real,real_009.wav,0.983847,0.016153
resample_8k,real,real_010.wav,0.948223,0.051777
resample_8k,real,real_011.wav,0.9127,0.0873
resample_8k,real,real_012.wav,0.983457,0.016543
resample_8k,real,real_013.wav,0.853367,0.146633
resample_8k,real,real_014.wav,0.931632,0.068368
resample_8k,real,real_015.wav,0.922797,0.077203
resample_8k,real,real_016.wav,0.907267,0.092733
resample_8k,real,real_017.wav,0.98233,0.01767
resample_8k,real,real_018.wav,0.985517,0.014483
resample_8k,real,real_019.wav,0.93646,0.06354
resample_8k,real,real_020.wav,0.985794,0.014206
resample_8k,real,real_021.wav,0.964412,0.035588
resample_8k,real,real_022.wav,0.813256,0.186744
resample_8k,real,real_023.wav,0.889403,0.110597
resample_8k,real,real_024.wav,0.975208,0.024792
resample_8k,real,real_025.wav,0.982651,0.017349
resample_8k,real,real_026.wav,0.99164,0.00836
resample_8k,real,real_027.wav,0.813462,0.186538
resample_8k,real,real_028.wav,0.98773,0.01227
resample_8k,real,real_029.wav,0.824537,0.175463
resample_8k,real,real_030.wav,0.9915,0.0085
resample_8k,real,real_031.wav,0.971269,0.028731
resample_8k,real,real_032.wav,0.916717,0.083283
resample_8k,real,real_033.wav,0.991618,0.008382
resample_8k,real,real_034.wav,0.983175,0.016825
resample_8k,real,real_035.wav,0.987342,0.012658
resample_8k,real,real_036.wav,0.9585,0.0415
resample_8k,real,real_037.wav,0.974163,0.025837
resample_8k,real,real_038.wav,0.980391,0.019609
resample_8k,real,real_039.wav,0.98617,0.01383
resample_8k,real,real_040.wav,0.971202,0.028798
resample_8k,real,real_041.wav,0.909283,0.090717
resample_8k,real,real_042.wav,0.989781,0.010219
resample_8k,real,real_043.wav,0.924414,0.075586
resample_8k,real,real_044.wav,0.955273,0.044727
resample_8k,real,real_045.wav,0.988611,0.011389
resample_8k,real,real_046.wav,0.949994,0.050006
resample_8k,real,real_047.wav,0.95688,0.04312
resample_8k,real,real_048.wav,0.991661,0.008339
resample_8k,real,real_049.wav,0.979622,0.020378
resample_8k,fake,fake_000.wav,0.058368,0.941632
resample_8k,fake,fake_001.wav,0.06582,0.93418
resample_8k,fake,fake_002.wav,0.047858,0.952142
resample_8k,fake,fake_003.wav,0.026247,0.973753
resample_8k,fake,fake_004.wav,0.136029,0.863971
resample_8k,fake,fake_005.wav,0.037482,0.962518
resample_8k,fake,fake_006.wav,0.031887,0.968113
resample_8k,fake,fake_007.wav,0.04903,0.95097
resample_8k,fake,fake_008.wav,0.05112,0.94888
resample_8k,fake,fake_009.wav,0.056054,0.943946
resample_8k,fake,fake_010.wav,0.107346,0.892654
resample_8k,fake,fake_011.wav,0.15844,0.84156
resample_8k,fake,fake_012.wav,0.768768,0.231232
resample_8k,fake,fake_013.wav,0.026397,0.973603
resample_8k,fake,fake_014.wav,0.026648,0.973352
resample_8k,fake,fake_015.wav,0.147217,0.852783
resample_8k,fake,fake_016.wav,0.194449,0.805551
resample_8k,fake,fake_017.wav,0.111045,0.888955
resample_8k,fake,fake_018.wav,0.027296,0.972704
resample_8k,fake,fake_019.wav,0.02452,0.97548
resample_8k,fake,fake_020.wav,0.265033,0.734967
resample_8k,fake,fake_021.wav,0.164807,0.835193
resample_8k,fake,fake_022.wav,0.139719,0.860281
resample_8k,fake,fake_023.wav,0.113213,0.886787
resample_8k,fake,fake_024.wav,0.302287,0.697713
resample_8k,fake,fake_025.wav,0.115524,0.884476
resample_8k,fake,fake_026.wav,0.044196,0.955804
resample_8k,fake,fake_027.wav,0.09818,0.90182
resample_8k,fake,fake_028.wav,0.045286,0.954714
resample_8k,fake,fake_029.wav,0.220473,0.779527
resample_8k,fake,fake_030.wav,0.024056,0.975944
resample_8k,fake,fake_031.wav,0.077144,0.922856
resample_8k,fake,fake_032.wav,0.035616,0.964384
resample_8k,fake,fake_033.wav,0.041211,0.958789
resample_8k,fake,fake_034.wav,0.039149,0.960851
resample_8k,fake,fake_035.wav,0.078071,0.921929
resample_8k,fake,fake_036.wav,0.032328,0.967672
resample_8k,fake,fake_037.wav,0.057818,0.942182
resample_8k,fake,fake_038.wav,0.055441,0.944559
resample_8k,fake,fake_039.wav,0.040554,0.959446
resample_8k,fake,fake_040.wav,0.022477,0.977523
resample_8k,fake,fake_041.wav,0.087754,0.912246
resample_8k,fake,fake_042.wav,0.048314,0.951686
resample_8k,fake,fake_043.wav,0.07199,0.92801
resample_8k,fake,fake_044.wav,0.053245,0.946755
resample_8k,fake,fake_045.wav,0.058066,0.941934
resample_8k,fake,fake_046.wav,0.072271,0.927729
resample_8k,fake,fake_047.wav,0.031176,0.968824
resample_8k,fake,fake_048.wav,0.057645,0.942355
resample_8k,fake,fake_049.wav,0.066284,0.933716
