condition,label,file,p_real,p_fake
headset_sim,real,real_046.wav,0.003592,0.996408
headset_sim,real,real_047.wav,0.013707,0.986293
headset_sim,real,real_048.wav,0.007269,0.992731
headset_sim,real,real_049.wav,0.150134,0.849866
headset_sim,fake,fake_000.wav,0.033395,0.966605
headset_sim,fake,fake_001.wav,0.117661,0.882339
headset_sim,fake,fake_002.wav,0.153186,0.846814
headset_sim,fake,fake_003.wav,0.02491,0.97509
headset_sim,fake,fake_004.wav,0.172153,0.827847
headset_sim,fake,fake_005.wav,0.000802,0.999198
headset_sim,fake,fake_006.wav,0.055762,0.944238
headset_sim,fake,fake_007.wav,0.001212,0.998788
headset_sim,fake,fake_008.wav,0.000573,0.999427
headset_sim,fake,fake_009.wav,0.000988,0.999012
headset_sim,fake,fake_010.wav,0.039656,0.960344
headset_sim,fake,fake_011.wav,0.264422,0.735578
headset_sim,fake,fake_012.wav,0.540209,0.459791
headset_sim,fake,fake_013.wav,0.001927,0.998073
headset_sim,fake,fake_014.wav,0.000839,0.999161
headset_sim,fake,fake_015.wav,0.000342,0.999658
headset_sim,fake,fake_016.wav,0.000881,0.999119
headset_sim,fake,fake_017.wav,0.000324,0.999676
headset_sim,fake,fake_018.wav,0.002003,0.997997
headset_sim,fake,fake_019.wav,0.004691,0.995309
headset_sim,fake,fake_020.wav,0.001338,0.998662
headset_sim,fake,fake_021.wav,0.123143,0.876857
headset_sim,fake,fake_022.wav,0.002973,0.997027
headset_sim,fake,fake_023.wav,0.142653,0.857347
headset_sim,fake,fake_024.wav,0.154021,0.845979
headset_sim,fake,fake_025.wav,0.001853,0.998147
headset_sim,fake,fake_026.wav,5.2e-05,0.999948
headset_sim,fake,fake_027.wav,0.175737,0.824263
headset_sim,fake,fake_028.wav,0.020457,0.979543
headset_sim,fake,fake_029.wav,0.075203,0.924797
headset_sim,fake,fake_030.wav,0.006547,0.993453
headset_sim,fake,fake_031.wav,0.001088,0.998912
headset_sim,fake,fake_032.wav,0.007211,0.992789
headset_sim,fake,fake_033.wav,0.000698,0.999302
headset_sim,fake,fake_034.wav,0.001955,0.998045
headset_sim,fake,fake_035.wav,0.015708,0.984292
headset_sim,fake,fake_036.wav,0.006241,0.993759
headset_sim,fake,fake_037.wav,0.086333,0.913667
headset_sim,fake,fake_038.wav,0.000291,0.999709
headset_sim,fake,fake_039.wav,0.007495,0.992505
headset_sim,fake,fake_040.wav,0.000276,0.999724
headset_sim,fake,fake_041.wav,0.006689,0.993311
headset_sim,fake,fake_042.wav,0.232843,0.767157
headset_sim,fake,fake_043.wav,0.106896,0.893104
headset_sim,fake,fake_044.wav,0.12588,0.87412
headset_sim,fake,fake_045.wav,0.464619,0.535381
headset_sim,fake,fake_046.wav,0.005202,0.994798
headset_sim,fake,fake_047.wav,0.032469,0.967531
headset_sim,fake,fake_048.wav,0.82148,0.17852
headset_sim,fake,fake_049.wav,0.014984,0.985016
resample_8k,real,real_000.wav,0.003378,0.996622
resample_8k,real,real_001.wav,0.014608,0.985392
resample_8k,real,real_002.wav,0.000747,0.999253
resample_8k,real,real_003.wav,0.00437,0.99563
resample_8k,real,real_004.wav,0.00519,0.99481
resample_8k,real,real_005.wav,0.005583,0.994417
resample_8k,real,real_006.wav,0.003903,0.996097
resample_8k,real,real_007.wav,0.007186,0.992814
resample_8k,real,real_008.wav,0.005635,0.994365
resample_8k,real,real_009.wav,0.002652,0.997348
resample_8k,real,real_010.wav,0.004437,0.995563
resample_8k,real,real_011.wav,0.000367,0.999633
resample_8k,real,real_012.wav,0.022335,0.977665
resample_8k,real,real_013.wav,0.001086,0.998914
resample_8k,real,real_014.wav,0.000681,0.999319
resample_8k,real,real_015.wav,0.006343,0.993657
resample_8k,real,real_016.wav,0.00357,0.99643
resample_8k,real,real_017.wav,0.002513,0.997487
resample_8k,real,real_018.wav,0.000663,0.999337
resample_8k,real,real_019.wav,0.004004,0.995996
resample_8k,real,real_020.wav,0.001632,0.998368
resample_8k,real,real_021.wav,0.006367,0.993633
resample_8k,real,real_022.wav,0.000676,0.999324
resample_8k,real,real_023.wav,0.004726,0.995274
resample_8k,real,real_024.wav,0.000551,0.999449
resample_8k,real,real_025.wav,0.000798,0.999202
resample_8k,real,real_026.wav,0.070781,0.929219
resample_8k,real,real_027.wav,0.007655,0.992345
resample_8k,real,real_028.wav,0.000371,0.999629
resample_8k,real,real_029.wav,0.407088,0.592912
resample_8k,real,real_030.wav,0.052515,0.947485
resample_8k,real,real_031.wav,0.001986,0.998014
resample_8k,real,real_032.wav,0.003071,0.996929
resample_8k,real,real_033.wav,0.00169,0.99831
resample_8k,real,real_034.wav,0.001444,0.998556
resample_8k,real,real_035.wav,0.003918,0.996082
resample_8k,real,real_036.wav,0.008557,0.991443
resample_8k,real,real_037.wav,0.004664,0.995336
resample_8k,real,real_038.wav,0.003409,0.996591
resample_8k,real,real_039.wav,0.005909,0.994091
resample_8k,real,real_040.wav,0.006611,0.993389
resample_8k,real,real_041.wav,0.000149,0.999851
resample_8k,real,real_042.wav,0.005412,0.994588
resample_8k,real,real_043.wav,0.002092,0.997908
resample_8k,real,real_044.wav,0.000641,0.999359
resample_8k,real,real_045.wav,0.009757,0.990243
resample_8k,real,real_046.wav,0.00179,0.99821
resample_8k,real,real_047.wav,0.006619,0.993381
resample_8k,real,real_048.wav,0.002124,0.997876
resample_8k,real,real_049.wav,0.020176,0.979824
resample_8k,fake,fake_000.wav,0.001897,0.998103
resample_8k,fake,fake_001.wav,0.00154,0.99846
resample_8k,fake,fake_002.wav,0.003833,0.996167
resample_8k,fake,fake_003.wav,0.0015,0.9985
resample_8k,fake,fake_004.wav,0.004806,0.995194
resample_8k,fake,fake_005.wav,0.000319,0.999681
resample_8k,fake,fake_006.wav,0.003145,0.996855
resample_8k,fake,fake_007.wav,0.000273,0.999727
resample_8k,fake,fake_008.wav,5.7e-05,0.999943
resample_8k,fake,fake_009.wav,0.001021,0.998979
resample_8k,fake,fake_010.wav,0.008174,0.991826
resample_8k,fake,fake_011.wav,0.017266,0.982734
resample_8k,fake,fake_012.wav,0.114797,0.885203
resample_8k,fake,fake_013.wav,0.000283,0.999717
resample_8k,fake,fake_014.wav,0.000143,0.999857
resample_8k,fake,fake_015.wav,6.7e-05,0.999933
resample_8k,fake,fake_016.wav,0.000199,0.999801
resample_8k,fake,fake_017.wav,0.000142,0.999858
resample_8k,fake,fake_018.wav,5.3e-05,0.999947
resample_8k,fake,fake_019.wav,0.000119,0.999881
resample_8k,fake,fake_020.wav,0.001074,0.998926
resample_8k,fake,fake_021.wav,0.017894,0.982106
resample_8k,fake,fake_022.wav,0.01018,0.98982
resample_8k,fake,fake_023.wav,0.010159,0.989841
resample_8k,fake,fake_024.wav,0.097706,0.902294
resample_8k,fake,fake_025.wav,0.000233,0.999767
resample_8k,fake,fake_026.wav,6e-06,0.999994
resample_8k,fake,fake_027.wav,0.016372,0.983628
resample_8k,fake,fake_028.wav,0.00127,0.99873
resample_8k,fake,fake_029.wav,0.022868,0.977132
resample_8k,fake,fake_030.wav,0.002562,0.997438
resample_8k,fake,fake_031.wav,0.000987,0.999013
resample_8k,fake,fake_032.wav,0.001837,0.998163
resample_8k,fake,fake_033.wav,5.5e-05,0.999945
resample_8k,fake,fake_034.wav,0.000104,0.999896
resample_8k,fake,fake_035.wav,0.008964,0.991036
resample_8k,fake,fake_036.wav,0.004284,0.995716
resample_8k,fake,fake_037.wav,0.041986,0.958014
resample_8k,fake,fake_038.wav,7.2e-05,0.999928
resample_8k,fake,fake_039.wav,0.000586,0.999414
resample_8k,fake,fake_040.wav,1e-05,0.99999
resample_8k,fake,fake_041.wav,0.000474,0.999526
resample_8k,fake,fake_042.wav,0.011758,0.988242
resample_8k,fake,fake_043.wav,0.001234,0.998766
resample_8k,fake,fake_044.wav,0.000142,0.999858
resample_8k,fake,fake_045.wav,0.025789,0.974211
resample_8k,fake,fake_046.wav,0.000119,0.999881
resample_8k,fake,fake_047.wav,0.000476,0.999524
resample_8k,fake,fake_048.wav,0.133897,0.866103
resample_8k,fake,fake_049.wav,0.001483,0.998517
